"CONVERSATION ID","CONVERSATION TITLE","FROM","SENDER PROFILE URL","TO","RECIPIENT PROFILE URLS","DATE","SUBJECT","CONTENT","FOLDER"
"2-OTExNWU0MGEtOWQ3OS00MjU0LWJlMDAtNjQxYjdmOWU3MWIwXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Juan Diego Lozano Guerrero","https://www.linkedin.com/in/juan-diego-lozano-guerrero-a7b2722b2","2025-09-17 14:00:17 UTC","","Xd","INBOX"
"2-OTExNWU0MGEtOWQ3OS00MjU0LWJlMDAtNjQxYjdmOWU3MWIwXzEwMA==","","Juan Diego Lozano Guerrero","https://www.linkedin.com/in/juan-diego-lozano-guerrero-a7b2722b2","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-09-12 17:40:18 UTC","","Ola, conectame","INBOX"
"2-MTg5OTE0MDktOTYwNC00YjJkLThlYjctNGJlOWI3Yzc1YzlkXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Justin Zweep","https://www.linkedin.com/in/justinzweep","2025-08-15 15:38:12 UTC",""," Ooooh, nice. I’ll take a look at it then hehe","INBOX"
"2-MTg5OTE0MDktOTYwNC00YjJkLThlYjctNGJlOWI3Yzc1YzlkXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Justin Zweep","https://www.linkedin.com/in/justinzweep","2025-08-15 15:37:52 UTC","","How are you??","INBOX"
"2-MTg5OTE0MDktOTYwNC00YjJkLThlYjctNGJlOWI3Yzc1YzlkXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Justin Zweep","https://www.linkedin.com/in/justinzweep","2025-08-15 15:37:45 UTC","","Hey!!","INBOX"
"2-MTg5OTE0MDktOTYwNC00YjJkLThlYjctNGJlOWI3Yzc1YzlkXzEwMA==","","Justin Zweep","https://www.linkedin.com/in/justinzweep","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-08-15 15:22:23 UTC","","Maybe interestin for you","INBOX"
"2-MTg5OTE0MDktOTYwNC00YjJkLThlYjctNGJlOWI3Yzc1YzlkXzEwMA==","","Justin Zweep","https://www.linkedin.com/in/justinzweep","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-08-15 15:22:05 UTC","","https://www.linkedin.com/posts/shreya-rajpal_today-were-announcing-snowglobe-the-activity-7361788999448883201-9mSW?utm_medium=ios_app&rcm=ACoAABsNOtoBgx5GMkmmmlVCvUuKn-pCSY3xSMw&utm_source=social_share_send&utm_campaign=copy_link","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","2025-05-07 23:24:24 UTC","","De una!
","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-05-04 20:06:02 UTC","","Claro de una, si te parece te escribo el 5 de junio ","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-05-04 20:05:37 UTC","","Hola David!","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","2025-05-04 13:24:03 UTC","","Buenos días!

Disculpa que te contesto hasta ahora… ha sido una semana dura. Te cuento, me interesa mucho la oferta y te agradezco por tu consideración. Sin embargo, en este momento me queda realmente difícil: estoy por entrar a entregas y exámenes finales de la universidad mientras cierro contrato con la empresa con la que estoy trabajando.

Dicho eso… ¿te parece si volvemos a charlar a inicios de junio?","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-04-28 15:55:30 UTC","","Ahorita tenemos personas que dando 8-12 horas al mes, ÚNICAMENTE en sus tiempos libres, llegan a generar más de 2 millones de pesos mensuales ","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-04-28 15:55:21 UTC","","no es una oferta laboral como tal, estamos buscando personas con tu perfil, que trabajan y estudian, con poco tiempo, pero que pueden capitalizar su tiempo libre y sus conocimientos académicos. Nuestra dinámica es hacerte llegar a ti tantas solicitudes académicas como nos llegan por parte de estudiantes y trabajadores de empresas, que hoy ya son más de 200 solicitudes al mes y tú en tus tiempos libres, puedes tomar clientes de lo que te vamos avisando y atenderlos dando tutoría, asesoría, etc! Es súper bacano y todos los que ya son aliados capitalizan tiempo libre únicamente, estamos principalmente enfocados en Los Andes, Javeriana, cesa y sabana, pero expandiéndonos masivamente, me cuentas, la idea es programar una llamada","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-04-28 15:55:18 UTC","","Bien todo! Si claro ","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","2025-04-28 13:16:52 UTC","","Cuéntame, por favor. Muchas gracias ","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","2025-04-28 13:16:24 UTC","","Buenos días! Todo muy bien, tú qué tal?","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-04-23 14:22:32 UTC","","Estaba viendo tu perfil y tienes habilidades y concimientos muy demandados, quisiera contarte sobre una oportunidad que tenemos para personas con tu tipo de perfil, que tienen poco tiempo ya sea por trabajo o estudio ","INBOX"
"2-ZmZlNjZiMDctMjE0Ni00NjZlLWE2ODctN2ZiZjYyZWJkZTZiXzEwMA==","","Santiago Silva Hinestroza ","https://www.linkedin.com/in/santiago-silva-hinestroza-247071210","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-04-23 14:22:29 UTC","","Buenos días David! Cómo va todo?","INBOX"
"2-ZmFmYWY0ODgtYTcxNS00NjlmLWJkZjgtYjVjNmZjZjg0ZWQyXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Manuela Domínguez Pardo","https://www.linkedin.com/in/manueladomínguez","2025-03-28 16:26:11 UTC","","Te agradezco mucho. Por el momento no estoy interesado, pero cuando lo necesite ya sé a quien contactar","INBOX"
"2-ZmFmYWY0ODgtYTcxNS00NjlmLWJkZjgtYjVjNmZjZjg0ZWQyXzEwMA==","","Manuela Domínguez Pardo","https://www.linkedin.com/in/manueladomínguez","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-03-26 15:39:28 UTC","","David! Te contacto por aquí porque doy asesorías financieras a varias empresas y personas sobre todo el tema tributario, portafolios de inversión y también todo el tema de pensiones obligatorias en fondos privados sin ningún costo, ya que Skandia puede llegar a manejar mejor rentabilidad vs otros fondos de pensión privados! Podría interesarte no se si en algún momento has tenido la oportunidad de asesorarte, has revisado rentabilidades en pensión obligatoria o te interesa el tema de inversión?","INBOX"
"2-ZmFmYWY0ODgtYTcxNS00NjlmLWJkZjgtYjVjNmZjZjg0ZWQyXzEwMA==","","Manuela Domínguez Pardo","https://www.linkedin.com/in/manueladomínguez","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-03-26 15:36:02 UTC","","Muy bien! Muchas gracias!","INBOX"
"2-ZmFmYWY0ODgtYTcxNS00NjlmLWJkZjgtYjVjNmZjZjg0ZWQyXzEwMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Manuela Domínguez Pardo","https://www.linkedin.com/in/manueladomínguez","2025-03-26 14:58:14 UTC","","Hola Manuela! Bien y tú?","INBOX"
"2-ZmFmYWY0ODgtYTcxNS00NjlmLWJkZjgtYjVjNmZjZjg0ZWQyXzEwMA==","","Manuela Domínguez Pardo","https://www.linkedin.com/in/manueladomínguez","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-03-26 13:44:04 UTC","","Hola David! como estas?","INBOX"
"2-ZTc1YmI0ZmEtOTgyMy00ODFkLTlkOGEtMjA0ZWVmYmNmZWQ0XzEwMA==","","Monica Jimena Mier Barrera","https://www.linkedin.com/in/monica-jimena-mier-barrera-","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-03-27 00:21:28 UTC","","Hola David, soy Mónica. He visto cómo la tecnología puede facilitar el día a día y me gustaría compartir algunas ideas que he aprendido en mi experiencia con automatización BPM. ¿Te parece si conversamos?","INBOX"
"2-ZTc1YmI0ZmEtOTgyMy00ODFkLTlkOGEtMjA0ZWVmYmNmZWQ0XzEwMA==","","Monica Jimena Mier Barrera","https://www.linkedin.com/in/monica-jimena-mier-barrera-","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-02-12 16:50:27 UTC","","Hola David! soy Monica de Aperce, me encantaría sumarte a mi red de contactos ¿Conectamos?","INBOX"
"2-NGQxZDg1ZmYtOGE1MS00OGViLWFmYzUtYjc5MjNlZjNhYzJmXzEwMA==","","Analytics Uniandes","https://www.linkedin.com/in/analyticsua","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-03-14 20:30:06 UTC","","Hola David. 

Espero que estés muy bien. Te escribe Valentina Díaz, asistente graduada en la Universidad de Los Andes, para invitarte al Analytics Forum 2025, que se llevará a cabo el 9 de mayo.

Este evento reunirá a expertos en analítica de datos para compartir las últimas tendencias y avances en el campo. Será una gran oportunidad para aprender, intercambiar ideas y conectar con líderes de la industria.

Si te interesa participar, puedes encontrar más información y adquirir tus boletas aquí 👉 https://analyticsforum.uniandes.edu.co/.

¡Espero que puedas acompañarnos!","INBOX"
"2-NWJhN2RiMjctOGM1ZS00YTc3LThmYjctZWY5YTJlZGVmZGY5XzEwMA==","","Marketing Ectricol","https://www.linkedin.com/in/marketing-ectricol-5a9433b5","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-02-13 16:35:36 UTC","","Hola, David!

Nos complace hablar contigo sobre nuestro compromiso para cambiar el mundo a través del uso de energías renovables. Como expertos en la fabricación de soluciones eléctricas para energía solar y eólica, diseñamos Power Stations, Centros de Transformación y Centros de Interconexión para distribuir energía renovable y convertirla en energía de consumo final.

Actualmente, participamos en más de 30 proyectos de energía solares en Colombia y estamos firmemente comprometidos con la transición energética del país.

Queremos invitarte a seguirnos en LinkedIn para que puedas conocer más sobre nuestras soluciones y cómo estamos contribuyendo al cuidado del planeta a través del uso de energías limpias. ¡Esperamos que te unas a nosotros en este viaje hacia un futuro sostenible!

Clic a nuestra pagina en LinkedIn 👇👇 https://www.linkedin.com/company/industrias-ectricol/mycompany/

por tomarte el tiempo de leernos.","INBOX"
"2-ZTczZTc2ZjQtZTNjMi00YzYzLTlhYzQtMmM3YjkyYzc1NDc5XzAxMg==","","María José Charria Macias","https://www.linkedin.com/in/maria-jose-charria","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2025-01-17 21:43:28 UTC","","Congratulazioni per il tuo nuovo ruolo presso Precia PPV S.A!","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Maira Russo","https://www.linkedin.com/in/maíra-russo","2024-11-07 23:47:37 UTC","","Hello! That’s a shame… thank you so much thought. ","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","Maira Russo","https://www.linkedin.com/in/maíra-russo","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2024-11-07 20:06:00 UTC","","Hello, the role was not open. If anything comes out i will reach out, but for now, looks like we are done.","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Maira Russo","https://www.linkedin.com/in/maíra-russo","2024-11-01 19:25:57 UTC","","I’m doing great, thanks!

No worries, thank you ","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","Maira Russo","https://www.linkedin.com/in/maíra-russo","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2024-11-01 18:31:58 UTC","","I will get back to you","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","Maira Russo","https://www.linkedin.com/in/maíra-russo","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2024-11-01 18:31:54 UTC","","Hi David, how are you?  sorry i missed your message, I will have more details about the role at the end of the day and also the confirmation","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","Maira Russo","https://www.linkedin.com/in/maíra-russo","2024-10-31 17:27:47 UTC","","Hello! Nice to meet you too. 

Great! Would you like to make a call?","INBOX"
"2-YzdjMWFkOGMtZjE1MS00ZGZlLTgxMjQtZTk2MDc5ZWM3MzY3XzAxMA==","","Maira Russo","https://www.linkedin.com/in/maíra-russo","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2024-10-31 15:13:35 UTC","","Hi. Nice to meet you. Federico shared your contact. We have an internship role at  Caseware.","INBOX"
"2-NjI1OWZhMzYtMzU0Mi00ODExLTk1YmYtNmZmODgzZjI0NTQ4XzEwMA==","Lark: La clave para equipos frontline eficientes","Camila Torrelio Velasquez","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2026-02-16 16:49:30 UTC","","<p class=""spinmail-quill-editor__spin-break"">Soy Camila Torrelio, PMO de Marketing en Tuxpas.&nbsp;</p><p class=""spinmail-quill-editor__spin-break"">Quiero invitarte a nuestro próximo <strong>Webinar: Lark: La clave para equipos frontline eficientes</strong> el <strong>25 de Febrero a las 10:00AM Hora Centro de México.&nbsp;</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Exploraremos las herramientas de Lark para enfrentar los desafíos de los empleados frontline, así como la importancia de una comunicación efectiva para los equipos operativos.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">¡Te esperamos!</p>","ARCHIVE"
"2-ZTdiNDgwMDctMTQyNS00YjMyLTg3YTYtYzFkYzBjZjljZDRjXzEwMA==","Sponsored Conversation","LinkedIn Member","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2026-01-31 16:06:14 UTC","","<p class=""spinmail-quill-editor__spin-break"">👋 ¡Hola! Soy Caria de MBS School of Business en Francia.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">¿Estás pensando en cursar un máster? Nuestras maestrías especializadas (MSc), reconocidas por el Estado, te ayudarán a desarrollar las habilidades más solicitadas en Inteligencia Artificial, Estrategia y Negocios, Gestión de Proyectos, Marketing y Finanzas.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Diseñadas junto a expertos del sector, combinan aprendizaje práctico y excelencia académica, abriéndote las puertas a una carrera internacional, con un 89 % de inserción laboral en los seis meses posteriores a la graduación.</p><p class=""spinmail-quill-editor__spin-break"">Además, puedes acceder a becas de hasta 2.000 €.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">¿Te gustaría descubrir cuál es la maestría (MSc) ideal para ti?</p>","ARCHIVE"
"2-MjRjNzhkY2ItZTliYy00ZDBmLTk1MTQtODkwOWNiZjY5ZmQ1XzEwMA==","Sponsored Conversation","LinkedIn Member","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2026-01-28 00:39:10 UTC","","<p class=""spinmail-quill-editor__spin-break"">Hola, %FIRSTNAME%:</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Tu perfil está generando interés y búsquedas. Descubre quién ha visto tu perfil con un mes gratis de LinkedIn Premium</p>","ARCHIVE"
"2-YWU3NzllZmQtZjNkYS00OGNiLWE2ZWItZGVjOWNmYWI2MTRlXzEwMA==","Sponsored Conversation","LinkedIn Member","","David Alejandro Fuquen Flórez","https://www.linkedin.com/in/david-fuquen","2026-01-11 15:34:45 UTC","","<p class=""spinmail-quill-editor__spin-break"">¡Hola %FIRSTNAME% soy Samanta Luna Un gusto saludarte</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Cada vez más empresas en <strong>Colombia</strong> están optimizando sus procesos con la red de movilidad más grande del mundo.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Con <strong>Uber para Empresas</strong>, hoy ya están:</p><p class=""spinmail-quill-editor__spin-break""><br></p><ul><li>Automatizando trayectos</li><li>Centralizando la gestión de viáticos</li><li>Mejorando la experiencia de colaboradores y clientes</li></ul><p class=""spinmail-quill-editor__spin-break"">Todo desde una sola plataforma.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Además, pueden gestionar distintos casos de uso según su operación:</p><p class=""spinmail-quill-editor__spin-break""><br></p><ul><li>🚗 <strong>Uber Travel</strong> para mover ejecutivos y equipos regionales</li><li>📅 <strong>Uber Central</strong> para programar traslados y monitorear en tiempo real</li><li>🎁 <strong>Vouchers</strong> para premiar clientes, socios o talento externo</li></ul><p class=""spinmail-quill-editor__spin-break"">Siempre con políticas claras, facturación automatizada y control multinivel.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Muchas empresas ya hicieron el cambio:</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""> ❌ Administración manual de viáticos</p><p class=""spinmail-quill-editor__spin-break""> ✅ Movilidad digital, controlada y visible</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">¿Te gustaría ver cómo lo implementa una empresa enterprise de tu industria?</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><strong> Agendemos una demo y lo revisamos en 15 minutos 🤝</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><br></p>","ARCHIVE"
